Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
757,middle,Female,Pants,Footwear,24,Oklahoma,L,Red,Spring,4.7,Yes,Bank Transfer,Next Day Air,Yes,No,88,Credit Card,Annually
758,old,Male,Hoodie,Accessories,71,Tennessee,XL,Olive,Spring,2.6,Yes,Debit Card,Free Shipping,Yes,No,32,Cash,Weekly
759,middle,Male,Sweater,Footwear,62,Hawaii,S,Gray,Fall,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,91,Credit Card,Monthly
760,youth,Female,Sweater,Clothing,47,Delaware,XL,Orange,Spring,1.6,No,PayPal,Store Pickup,Yes,Yes,92,Venmo,Fortnightly
761,youth,Male,Boots,Outerwear,30,Oregon,M,Orange,Spring,3,No,Cash,Express,No,No,17,PayPal,Bi-Weekly
762,old,Female,Blouse,Outerwear,104,Minnesota,XL,Black,Summer,3.3,No,Cash,2-Day Shipping,No,Yes,35,Venmo,Weekly
763,middle,Male,Pants,Footwear,147,South Carolina,L,Pink,Spring,1.8,No,Credit Card,Express,No,No,86,Bank Transfer,Bi-Weekly
764,middle,Male,Shorts,Outerwear,35,Ohio,S,Indigo,Fall,3.6,Yes,Venmo,Standard,Yes,Yes,12,Venmo,Quarterly
765,youth,Female,Pants,Accessories,52,Massachusetts,M,Lavender,Summer,1.6,Yes,Venmo,Store Pickup,Yes,No,71,Bank Transfer,Weekly
766,youth,Male,Handbag,Accessories,138,Vermont,M,Purple,Winter,3.7,Yes,Cash,Next Day Air,Yes,No,61,PayPal,Fortnightly
767,middle,Male,Blouse,Footwear,177,Arkansas,L,White,Spring,1.7,Yes,Credit Card,Store Pickup,No,Yes,18,Venmo,Annually
768,old,Female,Belt,Outerwear,178,Tennessee,S,White,Winter,1.3,No,Debit Card,Express,Yes,No,75,Cash,Bi-Weekly
769,youth,Female,Sunglasses,Outerwear,118,Idaho,XL,Magenta,Winter,4.3,Yes,Debit Card,Standard,Yes,No,15,Credit Card,Annually
770,youth,Female,Gloves,Accessories,92,Oregon,M,White,Spring,3.6,Yes,Venmo,Free Shipping,No,No,52,Bank Transfer,Bi-Weekly
771,middle,Male,Jeans,Accessories,33,Mississippi,L,Green,Winter,1.9,No,Credit Card,Store Pickup,No,No,86,Credit Card,Weekly
772,old,Female,Shoes,Accessories,101,Rhode Island,M,Black,Summer,3.5,No,Venmo,Standard,No,No,32,Venmo,Quarterly
773,middle,Female,Scarf,Accessories,108,Utah,S,Purple,Summer,3.7,No,Debit Card,Standard,Yes,Yes,12,Venmo,Weekly
774,old,Male,Handbag,Accessories,71,Colorado,XL,Charcoal,Summer,4.2,No,Debit Card,Next Day Air,No,Yes,92,Bank Transfer,Bi-Weekly
775,youth,Female,Shorts,Clothing,187,Hawaii,M,Gold,Spring,1.8,Yes,Cash,Next Day Air,No,No,59,Credit Card,Monthly
776,old,Male,Hat,Accessories,110,North Carolina,L,Purple,Fall,4.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,73,PayPal,Every 3 Months
777,old,Male,Jeans,Accessories,168,Kentucky,S,Blue,Fall,1.5,Yes,Cash,Standard,No,No,82,Bank Transfer,Fortnightly
778,youth,Male,Jewelry,Outerwear,148,Tennessee,L,Magenta,Spring,4.6,Yes,Bank Transfer,Standard,Yes,No,73,Venmo,Fortnightly
779,youth,Male,Hat,Outerwear,79,Idaho,M,Charcoal,Winter,4.1,No,Bank Transfer,Free Shipping,No,No,67,Credit Card,Quarterly
780,old,Male,Boots,Accessories,178,Alaska,M,Teal,Summer,1.8,Yes,Venmo,2-Day Shipping,Yes,Yes,64,Credit Card,Bi-Weekly
781,middle,Male,Belt,Footwear,180,Massachusetts,L,Beige,Winter,3.7,Yes,Credit Card,2-Day Shipping,No,No,30,Credit Card,Bi-Weekly
782,youth,Female,Sandals,Clothing,78,Montana,M,Brown,Winter,4.1,Yes,PayPal,Next Day Air,Yes,No,56,Venmo,Fortnightly
783,old,Female,Jeans,Footwear,114,Virginia,XL,Violet,Fall,4.2,No,Credit Card,Standard,No,Yes,76,Cash,Monthly
784,youth,Female,T-shirt,Clothing,57,Arkansas,XL,Gold,Winter,4.4,Yes,Cash,2-Day Shipping,Yes,No,36,Debit Card,Annually
785,youth,Female,Sneakers,Accessories,43,Tennessee,S,Violet,Summer,3.7,No,Debit Card,Store Pickup,No,No,93,Bank Transfer,Fortnightly
786,middle,Male,Pants,Outerwear,193,Florida,S,Brown,Summer,2,No,Bank Transfer,Standard,No,Yes,43,Credit Card,Fortnightly
787,old,Male,Skirt,Footwear,155,Maine,XL,Indigo,Summer,4.5,No,Credit Card,Standard,No,No,33,Venmo,Bi-Weekly
788,youth,Male,Sunglasses,Accessories,61,West Virginia,M,White,Winter,2.3,Yes,Debit Card,Free Shipping,Yes,Yes,77,Debit Card,Bi-Weekly
789,middle,Female,T-shirt,Clothing,88,Tennessee,S,Brown,Spring,3.6,No,Debit Card,Store Pickup,No,No,52,Credit Card,Annually
790,middle,Male,Dress,Footwear,139,Texas,XL,Magenta,Summer,4.8,No,Venmo,Standard,Yes,No,47,Debit Card,Bi-Weekly
791,youth,Female,Dress,Clothing,135,Colorado,XL,Beige,Summer,3.9,Yes,Venmo,Express,No,Yes,77,Bank Transfer,Every 3 Months
792,middle,Female,Sandals,Accessories,185,Utah,M,Indigo,Spring,1.5,Yes,Debit Card,Next Day Air,Yes,Yes,77,Credit Card,Every 3 Months
793,middle,Male,Shorts,Footwear,193,Florida,S,Charcoal,Fall,2.4,Yes,Cash,Next Day Air,No,No,76,Debit Card,Monthly
794,old,Male,Hat,Footwear,164,Maine,L,Red,Spring,3.9,Yes,PayPal,Free Shipping,Yes,Yes,59,Debit Card,Quarterly
795,youth,Male,Shoes,Accessories,37,Virginia,S,Green,Spring,4.4,Yes,Venmo,Standard,Yes,No,10,Bank Transfer,Bi-Weekly
796,old,Female,Jewelry,Footwear,57,Alaska,L,Cyan,Fall,1.4,Yes,Bank Transfer,Standard,Yes,Yes,80,Venmo,Quarterly
797,youth,Female,Handbag,Clothing,164,Indiana,S,Silver,Winter,1.1,Yes,PayPal,Store Pickup,No,No,33,Bank Transfer,Annually
798,old,Male,Gloves,Clothing,47,Connecticut,XL,Brown,Fall,4.4,Yes,Bank Transfer,Next Day Air,No,Yes,89,Bank Transfer,Quarterly
799,youth,Female,Skirt,Footwear,196,New Jersey,XL,Teal,Spring,2.8,Yes,Bank Transfer,Standard,Yes,Yes,41,Cash,Quarterly
800,middle,Male,Scarf,Outerwear,107,Ohio,S,Gray,Spring,4.9,Yes,Credit Card,Store Pickup,No,Yes,21,Venmo,Annually
801,middle,Female,Coat,Footwear,119,Delaware,L,Magenta,Spring,4.8,Yes,Cash,Standard,Yes,No,72,Debit Card,Fortnightly
802,youth,Male,Jeans,Accessories,21,New Mexico,M,Maroon,Fall,4.8,No,Credit Card,2-Day Shipping,No,No,18,Cash,Quarterly
803,old,Male,Backpack,Accessories,127,California,M,Cyan,Fall,2.8,Yes,Credit Card,2-Day Shipping,No,Yes,47,PayPal,Monthly
804,old,Male,Socks,Clothing,44,Michigan,M,Maroon,Spring,1.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,73,Venmo,Weekly
805,old,Female,Skirt,Accessories,91,West Virginia,S,Purple,Summer,3.7,No,Credit Card,Express,Yes,No,95,Debit Card,Quarterly
806,middle,Male,Sandals,Clothing,68,Wisconsin,S,Blue,Summer,3.3,Yes,Credit Card,Store Pickup,Yes,No,48,PayPal,Monthly
807,middle,Male,Belt,Outerwear,81,California,S,Magenta,Summer,2.5,Yes,Cash,2-Day Shipping,No,No,32,Venmo,Weekly
808,old,Female,Scarf,Clothing,169,Michigan,L,Violet,Fall,4.8,No,Venmo,2-Day Shipping,No,No,28,Debit Card,Bi-Weekly
809,youth,Female,Boots,Accessories,98,Florida,L,Teal,Winter,2.2,No,Debit Card,Standard,No,Yes,43,Venmo,Fortnightly
810,middle,Male,Boots,Outerwear,137,Arkansas,XL,Pink,Spring,1.8,Yes,Bank Transfer,Store Pickup,No,No,33,Debit Card,Monthly
811,youth,Male,Jewelry,Clothing,187,New Jersey,S,Orange,Fall,4.7,No,PayPal,Next Day Air,No,Yes,79,Bank Transfer,Weekly
812,youth,Male,Boots,Footwear,44,Michigan,XL,Gold,Winter,2.6,No,Credit Card,Next Day Air,No,Yes,16,PayPal,Weekly
813,old,Male,Sandals,Clothing,58,West Virginia,M,White,Fall,3.7,Yes,Debit Card,Free Shipping,No,No,55,Bank Transfer,Monthly
814,middle,Female,Blouse,Accessories,107,Ohio,M,Beige,Spring,4.5,Yes,Cash,Store Pickup,No,No,43,Debit Card,Bi-Weekly
815,youth,Female,Jacket,Footwear,42,Colorado,XL,Magenta,Summer,3.9,No,PayPal,Next Day Air,No,Yes,70,Venmo,Quarterly
816,old,Male,Shoes,Accessories,90,Georgia,M,Silver,Summer,3.7,No,Cash,2-Day Shipping,Yes,No,96,Debit Card,Every 3 Months
817,old,Male,Dress,Accessories,69,Tennessee,L,Black,Winter,1.4,No,PayPal,Express,No,Yes,87,Cash,Monthly
818,old,Female,Sneakers,Accessories,44,Pennsylvania,M,Teal,Winter,2.5,No,Credit Card,Next Day Air,Yes,Yes,68,Venmo,Monthly
819,middle,Female,Sweater,Clothing,178,Rhode Island,XL,Indigo,Summer,1.8,Yes,PayPal,Next Day Air,No,No,43,PayPal,Weekly
820,old,Female,Jewelry,Accessories,38,Oregon,XL,Indigo,Fall,1.9,No,Bank Transfer,Standard,Yes,No,74,Debit Card,Quarterly
821,old,Male,Dress,Outerwear,78,California,M,Beige,Fall,1.3,No,Bank Transfer,Express,Yes,No,21,Venmo,Monthly
822,youth,Female,Dress,Accessories,135,Indiana,S,Turquoise,Fall,3.6,Yes,Debit Card,Standard,No,Yes,12,Cash,Annually
823,youth,Female,Shoes,Outerwear,94,Maryland,S,Indigo,Fall,4.8,No,Credit Card,Express,No,Yes,28,Credit Card,Weekly
824,old,Male,Coat,Outerwear,189,Oregon,S,Peach,Winter,4.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,27,Cash,Annually
825,old,Male,T-shirt,Footwear,127,Oklahoma,S,Yellow,Winter,2,Yes,PayPal,Free Shipping,No,Yes,41,PayPal,Monthly
826,middle,Female,Hoodie,Accessories,163,West Virginia,XL,Yellow,Fall,4.5,Yes,Venmo,Standard,Yes,No,60,PayPal,Fortnightly
827,old,Female,Hoodie,Outerwear,101,Oregon,L,Gold,Fall,1.6,Yes,Credit Card,2-Day Shipping,No,No,62,PayPal,Monthly
828,old,Female,Belt,Accessories,21,Massachusetts,XL,Blue,Spring,3.8,No,PayPal,Next Day Air,No,No,17,Venmo,Fortnightly
829,middle,Female,Scarf,Accessories,13,Alaska,L,Indigo,Winter,3.5,No,PayPal,2-Day Shipping,No,No,16,PayPal,Every 3 Months
830,middle,Female,Sweater,Clothing,126,Montana,L,White,Spring,4.1,No,Bank Transfer,Standard,Yes,No,26,Cash,Monthly
831,youth,Male,Pants,Footwear,148,Florida,L,White,Summer,2.9,Yes,Cash,Store Pickup,No,No,93,Credit Card,Monthly
832,middle,Female,Handbag,Outerwear,70,South Carolina,L,Gold,Fall,3.4,Yes,Bank Transfer,Free Shipping,No,No,97,Venmo,Monthly
833,youth,Male,Coat,Footwear,155,North Dakota,M,Red,Winter,4.3,Yes,PayPal,Next Day Air,No,No,76,Debit Card,Bi-Weekly
834,middle,Male,Hat,Footwear,81,Pennsylvania,L,Red,Fall,1.7,No,Bank Transfer,Standard,Yes,No,59,PayPal,Every 3 Months
835,middle,Male,T-shirt,Footwear,51,Florida,S,Violet,Summer,2.7,No,Venmo,2-Day Shipping,No,No,28,Cash,Monthly
836,middle,Female,Sandals,Footwear,15,Idaho,S,Red,Summer,1.1,Yes,Bank Transfer,Store Pickup,No,Yes,87,Venmo,Weekly
837,youth,Male,Jacket,Outerwear,129,Oregon,M,Beige,Fall,2.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,42,PayPal,Bi-Weekly
838,middle,Female,Handbag,Footwear,86,Utah,XL,Red,Winter,4.6,No,PayPal,Free Shipping,No,No,98,Venmo,Monthly
839,youth,Male,Dress,Clothing,35,Colorado,XL,Orange,Winter,2.3,Yes,Credit Card,Standard,No,No,14,Venmo,Every 3 Months
840,middle,Female,Coat,Footwear,153,New York,S,Red,Fall,2.3,No,Debit Card,Standard,No,Yes,81,PayPal,Annually
841,middle,Male,T-shirt,Outerwear,50,Illinois,M,Yellow,Summer,4.1,Yes,Credit Card,2-Day Shipping,No,Yes,87,PayPal,Bi-Weekly
842,middle,Male,Jewelry,Clothing,103,Idaho,XL,Red,Spring,3.6,Yes,PayPal,Express,No,No,10,Cash,Quarterly
843,youth,Male,Gloves,Footwear,124,Maryland,M,Indigo,Winter,3.5,No,Credit Card,Next Day Air,No,Yes,99,Debit Card,Weekly
844,youth,Female,Jacket,Outerwear,165,Louisiana,L,Beige,Summer,3.5,Yes,Cash,Express,No,No,95,Cash,Quarterly
845,middle,Female,Shoes,Clothing,162,Ohio,S,Olive,Summer,1.4,No,PayPal,Next Day Air,No,Yes,25,Debit Card,Fortnightly
846,youth,Female,Backpack,Accessories,28,New York,S,Purple,Winter,1.6,Yes,PayPal,Express,No,No,19,Debit Card,Bi-Weekly
847,youth,Male,Jewelry,Clothing,47,Michigan,M,Lavender,Summer,4.8,No,PayPal,Free Shipping,No,No,65,PayPal,Every 3 Months
848,youth,Male,Pants,Outerwear,19,Wyoming,S,Teal,Winter,1.3,No,Cash,Standard,No,No,91,Credit Card,Annually
849,old,Male,Hoodie,Outerwear,39,Delaware,XL,Teal,Fall,3.5,No,Credit Card,Express,No,Yes,83,Credit Card,Every 3 Months
850,youth,Male,Coat,Footwear,161,North Dakota,M,Pink,Winter,2,Yes,Credit Card,Express,No,Yes,30,Venmo,Annually
851,old,Female,Gloves,Outerwear,104,Florida,M,Orange,Fall,3.8,Yes,PayPal,Store Pickup,Yes,Yes,48,Venmo,Bi-Weekly
852,youth,Male,Jeans,Clothing,42,North Carolina,L,Olive,Spring,3.6,Yes,Venmo,Next Day Air,No,Yes,25,PayPal,Every 3 Months
853,middle,Female,Jacket,Outerwear,189,Vermont,S,Gray,Summer,3,No,Credit Card,Next Day Air,No,Yes,10,Venmo,Bi-Weekly
854,youth,Female,Sweater,Outerwear,13,Ohio,S,Lavender,Winter,3.8,No,Bank Transfer,Next Day Air,Yes,No,78,PayPal,Quarterly
855,youth,Female,Sneakers,Clothing,132,West Virginia,XL,Purple,Spring,3.4,Yes,PayPal,Standard,No,Yes,27,Bank Transfer,Every 3 Months
856,middle,Male,Shorts,Outerwear,136,Mississippi,XL,Violet,Winter,2,No,PayPal,2-Day Shipping,No,No,65,PayPal,Weekly
857,old,Female,Scarf,Footwear,83,Louisiana,L,Indigo,Spring,3.5,No,Venmo,Store Pickup,No,Yes,47,PayPal,Weekly
858,middle,Male,Scarf,Accessories,83,Indiana,XL,Indigo,Summer,4.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,76,PayPal,Weekly
859,youth,Male,Dress,Outerwear,57,Louisiana,XL,Gold,Winter,1.2,Yes,PayPal,Next Day Air,Yes,No,95,PayPal,Every 3 Months
860,middle,Female,Pants,Footwear,186,Louisiana,S,Indigo,Fall,2.9,Yes,Debit Card,Store Pickup,Yes,Yes,63,Venmo,Every 3 Months
861,old,Male,Sneakers,Accessories,156,Pennsylvania,XL,Peach,Fall,2.8,No,Bank Transfer,Next Day Air,No,No,65,Cash,Monthly
862,youth,Male,Handbag,Footwear,79,South Dakota,L,Silver,Summer,1.9,Yes,Credit Card,Next Day Air,Yes,No,89,Credit Card,Annually
863,middle,Female,Shorts,Accessories,107,Massachusetts,M,Indigo,Fall,4.5,No,Cash,Store Pickup,Yes,No,84,Debit Card,Bi-Weekly
864,old,Male,Scarf,Outerwear,71,Illinois,S,Beige,Summer,3.2,No,PayPal,Store Pickup,Yes,Yes,67,Debit Card,Monthly
865,youth,Male,Sneakers,Accessories,49,Pennsylvania,L,Purple,Spring,1.3,Yes,Venmo,2-Day Shipping,Yes,Yes,36,Bank Transfer,Monthly
866,old,Male,Skirt,Footwear,170,Rhode Island,L,Magenta,Winter,5,No,Credit Card,Express,No,Yes,50,Cash,Quarterly
867,youth,Male,Sweater,Accessories,195,New York,S,Black,Summer,4.6,No,PayPal,Free Shipping,No,No,16,Debit Card,Every 3 Months
868,youth,Male,Sunglasses,Outerwear,46,Wisconsin,S,Red,Fall,3.1,No,PayPal,Free Shipping,No,Yes,18,Credit Card,Bi-Weekly
869,youth,Male,Handbag,Clothing,57,Tennessee,M,Gold,Winter,1.2,Yes,Venmo,Store Pickup,No,No,13,Credit Card,Quarterly
870,middle,Male,Blouse,Accessories,119,Iowa,M,Magenta,Winter,2.7,Yes,Credit Card,Standard,Yes,No,57,Debit Card,Bi-Weekly
871,youth,Female,Sunglasses,Clothing,65,New York,M,Beige,Winter,1.5,Yes,Cash,Next Day Air,Yes,Yes,75,Debit Card,Annually
872,youth,Male,Belt,Outerwear,81,Ohio,M,Brown,Fall,1,Yes,PayPal,Store Pickup,Yes,Yes,95,PayPal,Annually
873,youth,Female,Boots,Accessories,158,Utah,M,Turquoise,Spring,1.4,Yes,Cash,Store Pickup,No,Yes,63,Cash,Fortnightly
874,old,Male,Dress,Accessories,16,Alaska,S,Olive,Spring,3,No,Venmo,Free Shipping,Yes,Yes,12,Debit Card,Monthly
875,youth,Female,Sweater,Outerwear,84,Nebraska,XL,Red,Fall,4,No,PayPal,Next Day Air,No,Yes,29,Venmo,Fortnightly
876,middle,Female,Belt,Footwear,157,Ohio,M,Magenta,Spring,3.5,Yes,Credit Card,Express,No,No,66,Venmo,Weekly
877,middle,Male,Pants,Clothing,172,Pennsylvania,M,Indigo,Fall,4.7,Yes,Debit Card,Next Day Air,Yes,Yes,55,Venmo,Every 3 Months
878,old,Male,Dress,Footwear,29,Maryland,L,Teal,Winter,4.1,Yes,Cash,Express,No,No,44,Cash,Annually
879,youth,Male,Belt,Outerwear,40,Indiana,M,Red,Winter,3.1,Yes,PayPal,Standard,No,No,60,Cash,Bi-Weekly
880,youth,Female,Socks,Clothing,75,Wyoming,S,Lavender,Summer,4.5,No,Bank Transfer,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
881,middle,Female,Shirt,Accessories,53,Oregon,S,Green,Summer,3,No,PayPal,Standard,No,Yes,18,Bank Transfer,Fortnightly
882,middle,Male,Dress,Footwear,48,Louisiana,XL,Teal,Summer,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,83,Debit Card,Bi-Weekly
883,old,Female,Sneakers,Accessories,79,Pennsylvania,M,Black,Winter,1,Yes,Cash,Store Pickup,Yes,Yes,58,PayPal,Weekly
884,youth,Male,Coat,Outerwear,92,Ohio,S,Purple,Summer,4.6,No,PayPal,Express,No,No,67,Debit Card,Monthly
885,middle,Male,Shorts,Clothing,72,Kentucky,L,Gray,Fall,4.1,No,Debit Card,Store Pickup,No,No,60,Cash,Every 3 Months
886,youth,Male,Sneakers,Outerwear,170,New Hampshire,M,Teal,Spring,4.7,Yes,Credit Card,Standard,No,No,48,Venmo,Every 3 Months
887,youth,Female,Scarf,Footwear,189,Arkansas,M,Charcoal,Summer,1.6,No,Venmo,Express,No,Yes,63,PayPal,Bi-Weekly
888,old,Male,Dress,Clothing,69,Alaska,S,Gray,Spring,2.7,No,Credit Card,Standard,No,Yes,14,Bank Transfer,Bi-Weekly
889,old,Female,Shorts,Outerwear,130,Kentucky,XL,Turquoise,Fall,2.6,Yes,Venmo,Next Day Air,No,No,64,PayPal,Bi-Weekly
890,youth,Male,Hat,Footwear,189,Nebraska,M,Yellow,Winter,1.6,No,Debit Card,2-Day Shipping,No,Yes,42,PayPal,Fortnightly
891,old,Female,Belt,Footwear,97,Iowa,L,White,Winter,4.8,No,Debit Card,Next Day Air,Yes,No,71,Debit Card,Fortnightly
892,youth,Female,Sunglasses,Accessories,127,Ohio,S,Magenta,Fall,2,Yes,Bank Transfer,Standard,Yes,Yes,20,Venmo,Bi-Weekly
893,youth,Male,Sneakers,Footwear,24,Virginia,L,White,Fall,2.2,Yes,Cash,Free Shipping,Yes,No,28,Credit Card,Monthly
894,middle,Female,T-shirt,Outerwear,115,Hawaii,S,Gray,Winter,4.1,No,Cash,Standard,Yes,Yes,90,Venmo,Annually
895,youth,Male,Jacket,Footwear,96,Kansas,S,Maroon,Fall,1,No,Bank Transfer,2-Day Shipping,No,Yes,42,PayPal,Monthly
896,middle,Female,Jewelry,Clothing,196,Vermont,M,Magenta,Fall,3.2,Yes,PayPal,Free Shipping,No,No,42,PayPal,Bi-Weekly
897,youth,Female,Scarf,Accessories,118,Pennsylvania,XL,Pink,Winter,2.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,98,Venmo,Annually
898,youth,Male,Jewelry,Outerwear,135,Maine,L,Teal,Summer,1.4,Yes,Venmo,Standard,Yes,No,66,Venmo,Annually
899,youth,Female,Backpack,Clothing,143,Idaho,XL,Violet,Winter,4.6,Yes,Bank Transfer,Next Day Air,No,Yes,27,Debit Card,Weekly
900,middle,Female,Gloves,Outerwear,163,Pennsylvania,S,Green,Spring,2.2,No,PayPal,Standard,Yes,No,37,Debit Card,Bi-Weekly
901,youth,Male,Blouse,Outerwear,47,North Dakota,M,White,Winter,3.7,Yes,Bank Transfer,Store Pickup,Yes,Yes,37,Cash,Annually
902,old,Male,Jacket,Clothing,145,Montana,L,White,Fall,2.9,No,Venmo,Free Shipping,No,Yes,93,Credit Card,Weekly
903,middle,Female,Hat,Outerwear,144,Vermont,L,Lavender,Summer,3.8,No,PayPal,Store Pickup,No,No,58,Cash,Bi-Weekly
904,middle,Female,Sneakers,Footwear,32,Oregon,L,Cyan,Fall,2.7,No,Credit Card,Free Shipping,No,No,87,Bank Transfer,Monthly
905,old,Female,Sandals,Footwear,199,Colorado,XL,Olive,Winter,1.3,Yes,Venmo,Next Day Air,No,No,50,Debit Card,Fortnightly
906,old,Male,Dress,Outerwear,27,Kansas,S,Maroon,Summer,4.2,No,Credit Card,Next Day Air,No,No,20,Debit Card,Weekly
907,youth,Female,Shorts,Footwear,46,Illinois,M,Olive,Fall,4.6,No,Credit Card,Standard,Yes,No,51,Credit Card,Annually
908,youth,Male,Scarf,Accessories,63,Connecticut,S,Yellow,Fall,3.1,Yes,Venmo,Express,Yes,Yes,18,Credit Card,Annually
909,middle,Female,Sunglasses,Footwear,138,Massachusetts,XL,Green,Winter,1.4,No,Credit Card,Standard,No,No,79,Credit Card,Annually
910,middle,Female,Handbag,Outerwear,158,Oklahoma,S,Brown,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,No,81,Venmo,Every 3 Months
911,middle,Female,Pants,Footwear,147,Indiana,M,Yellow,Spring,2.5,Yes,Cash,Next Day Air,No,Yes,81,Venmo,Every 3 Months
912,youth,Female,Backpack,Clothing,45,North Dakota,S,Pink,Fall,2.9,Yes,Credit Card,Free Shipping,No,Yes,90,PayPal,Quarterly
913,old,Female,Sandals,Accessories,44,Montana,S,Orange,Fall,1.8,Yes,Credit Card,2-Day Shipping,No,Yes,31,Debit Card,Annually
914,youth,Female,Hoodie,Outerwear,163,Connecticut,L,Yellow,Fall,4.2,No,PayPal,2-Day Shipping,No,No,66,Venmo,Fortnightly
915,youth,Male,Sunglasses,Clothing,87,Rhode Island,XL,Orange,Winter,1.5,No,Debit Card,2-Day Shipping,No,No,13,Debit Card,Bi-Weekly
916,old,Male,Backpack,Clothing,102,Minnesota,S,Orange,Summer,1.6,Yes,Bank Transfer,Free Shipping,No,No,30,Credit Card,Fortnightly
917,old,Male,Sandals,Footwear,22,Wyoming,S,Olive,Spring,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,91,Credit Card,Annually
918,youth,Male,Jacket,Accessories,99,Arkansas,M,Beige,Summer,4.4,Yes,Venmo,Store Pickup,No,No,36,PayPal,Monthly
919,middle,Female,Shoes,Accessories,30,Florida,M,Yellow,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,No,90,Venmo,Weekly
920,middle,Male,Jacket,Accessories,125,Virginia,XL,Purple,Winter,1.9,No,Bank Transfer,2-Day Shipping,Yes,No,25,Debit Card,Bi-Weekly
921,youth,Female,Blouse,Clothing,22,Maine,L,Charcoal,Winter,1.3,Yes,Bank Transfer,Free Shipping,No,Yes,66,Debit Card,Weekly
922,old,Female,Jewelry,Outerwear,78,Rhode Island,S,Red,Spring,2.6,No,Credit Card,Next Day Air,No,No,76,Credit Card,Weekly
923,youth,Female,Hat,Outerwear,114,Ohio,S,Orange,Winter,3.9,Yes,Debit Card,Express,Yes,No,99,Venmo,Annually
924,youth,Male,Sneakers,Outerwear,62,Alabama,L,Green,Summer,4.3,Yes,Bank Transfer,Standard,No,No,17,Venmo,Bi-Weekly
925,youth,Male,Shirt,Footwear,178,New Mexico,S,Olive,Fall,4.4,Yes,Debit Card,Express,No,No,50,Debit Card,Quarterly
926,old,Male,Shirt,Outerwear,168,Utah,XL,Charcoal,Summer,2.7,Yes,Bank Transfer,Standard,Yes,Yes,82,Credit Card,Bi-Weekly
927,old,Male,Gloves,Footwear,169,Hawaii,S,Violet,Spring,3.8,Yes,Debit Card,2-Day Shipping,No,No,34,Cash,Monthly
928,youth,Male,Blouse,Accessories,69,North Carolina,S,Magenta,Winter,3.3,No,Debit Card,Next Day Air,Yes,Yes,46,Credit Card,Every 3 Months
929,youth,Male,Jewelry,Accessories,24,New Mexico,S,Peach,Winter,4.6,No,Credit Card,Standard,No,No,93,PayPal,Fortnightly
930,youth,Female,Coat,Clothing,129,Louisiana,M,Teal,Spring,3.7,No,Cash,Next Day Air,No,No,49,Credit Card,Quarterly
931,youth,Male,Boots,Clothing,98,Maine,XL,Red,Spring,1,Yes,Venmo,Store Pickup,No,Yes,76,Venmo,Fortnightly
932,youth,Female,Gloves,Clothing,22,New Hampshire,XL,Olive,Winter,1.5,No,Debit Card,Store Pickup,No,Yes,43,Cash,Quarterly
933,youth,Male,Jeans,Accessories,172,Missouri,L,Violet,Spring,2.1,No,Debit Card,Express,No,Yes,34,Bank Transfer,Quarterly
934,old,Female,Shirt,Outerwear,135,New Jersey,L,Maroon,Fall,3.1,Yes,PayPal,Free Shipping,No,Yes,56,Bank Transfer,Fortnightly
935,old,Female,Blouse,Outerwear,122,Connecticut,M,Brown,Fall,2.5,Yes,Debit Card,Express,Yes,Yes,82,Venmo,Quarterly
936,youth,Female,Pants,Clothing,66,Alabama,XL,Turquoise,Fall,2.2,Yes,PayPal,Express,No,Yes,65,Bank Transfer,Every 3 Months
937,old,Female,Socks,Accessories,93,Alaska,L,Teal,Spring,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,58,Debit Card,Every 3 Months
938,middle,Female,Hoodie,Clothing,129,Montana,M,Magenta,Winter,1.5,No,Venmo,Standard,Yes,Yes,79,Venmo,Bi-Weekly
939,middle,Male,Skirt,Outerwear,136,Hawaii,L,Green,Spring,4.5,No,Credit Card,Next Day Air,Yes,Yes,51,Debit Card,Annually
940,youth,Female,Shorts,Footwear,76,South Carolina,L,Pink,Fall,3.5,Yes,Venmo,Standard,No,Yes,64,Bank Transfer,Every 3 Months
941,middle,Male,Jeans,Footwear,69,Illinois,L,Cyan,Winter,4.3,Yes,Debit Card,Next Day Air,No,Yes,29,Venmo,Annually
942,middle,Female,Gloves,Footwear,69,Colorado,S,Purple,Summer,1.9,No,Credit Card,Standard,Yes,No,19,Debit Card,Bi-Weekly
